"V1" "V2"
"1" -2.27932498831638 0.0226674501253786
"2" -2.59730262041225 0.00940883635347328
"3" -2.33212788431299 0.0197125088403307
"4" -2.47610151876455 0.013298007460499
"5" -0.82518769019743 0.409283527038589
"6" -3.70358471343254 0.000213648793944242
"7" -2.96562889531504 0.00302734904668199
"8" -0.51657297246587 0.605465014789146
"9" -1.48866329811803 0.13660566902138
"10" 1.40900565158306 0.158862698213932
"11" -1.31280307832834 0.189277605412493
"12" -2.45985606892534 0.0139150477710298
"13" -1.10140169514916 0.270746763852456
"14" -1.422787523837 0.154827054212751
"15" -0.992898460381943 0.3207820022177
"16" -1.32189060282908 0.186232979296155
"17" -1.37302239302965 0.16977429811042
"18" -0.624767891058856 0.532136794324025
"19" -1.7230530055038 0.084907973003489
"20" -1.95121367581749 0.0510578204641023
"21" -1.98447732456489 0.0472282795357069
"22" -1.91953906827529 0.0549428393984286
"23" -1.43279484478227 0.151945832433264
"24" -3.16201396439694 0.00157121733087325
"25" -1.04692113285415 0.295159717866099
"26" -0.758107208199929 0.448403582809061
"27" -1.68046186725637 0.0928968193026645
"28" -0.874097021400296 0.382085132884608
"29" -0.440267469696095 0.659752335189559
"30" -2.35182731852029 0.018699559111906
"31" -1.40665708177505 0.159558282230706
"32" -0.249241620362595 0.8031786940493
"33" -1.38069353826734 0.16740218844831
"34" -0.428958943775842 0.667961781189802
"35" -1.35664981164724 0.17492126752806
"36" -1.793952236701 0.0728491538389751
"37" -1.08074545232265 0.279834835534294
"38" -0.485082059287688 0.627628117061376
"39" -0.421917331235212 0.6730938771262
"40" -1.16199902867181 0.245261904110571
"41" -2.47767894114955 0.0132394015333582
"42" -1.51474845236471 0.129865801051673
"43" -3.15744018647777 0.00159605149891103
"44" -1.22206733974148 0.221709214659789
"45" -0.801333042691137 0.422956747483113
"46" -1.79232035685493 0.0731100431328416
"47" -1.574765536574 0.115340282991388
"48" -1.41882624775399 0.155978947391135
"49" -2.91634434625088 0.00354898628574645
"50" -4.10240076078005 4.1192920354975e-05
"51" -1.41741482102668 0.156390941554331
"52" -2.55516422897617 0.0106275475431276
"53" -2.5549874125978 0.0106329442262344
"54" -2.18197531667418 0.0291331396179185
"55" 0.471569399249097 0.637243835165167
"56" -2.54958639813968 0.0107989694651978
"57" -3.93018913478444 8.54159974761943e-05
"58" -2.14709660537749 0.0318081033181129
"59" -1.2892280158392 0.197346832877539
"60" -2.64988039417366 0.00806392507637409
"61" -2.38740175937781 0.0169852749203765
"62" -1.03337616866805 0.301451363727338
"63" -1.66795880434213 0.0953533087164839
"64" -1.06768606702362 0.285686350806777
"65" -2.52135372030427 0.0117049017687199
"66" -2.16764442890386 0.030207836125094
"67" -2.50743414531979 0.0121758896460818
"68" -1.6486378029454 0.0992513602368785
"69" -0.824200540788949 0.409844080877159
"70" -1.61145625644346 0.10710995253755
"71" -1.93691736470833 0.0527818647179625
"72" -2.0611163894953 0.0393161626847903
"73" -0.741768982435773 0.458243676656638
"74" -1.29556088266319 0.195154897954005
"75" -2.20335177257922 0.0275912975236789
"76" -1.13534085686774 0.256258084438911
"77" -2.47517286507831 0.013332616861265
"78" -1.09656151321669 0.272857918308551
"79" -1.06665452124178 0.28615205453083
"80" -4.49059644177991 7.17711580337449e-06
"81" -0.870240270314922 0.384188730344523
"82" -0.730933664081257 0.464835755500288
"83" -0.912586093007953 0.361480932241579
"84" -0.667102006446447 0.504721434214792
"85" 0.232795023529588 0.81592505180293
"86" -1.24078199529351 0.21471363081822
"87" -1.25560251144006 0.209287672108858
"88" -2.03300340832635 0.0420769335445708
"89" -0.684509915106242 0.493668128565561
"90" -1.34439655359726 0.178848826920569
"91" -0.48456910405331 0.627992001403878
"92" 0.614853616431462 0.538664535625108
"93" -1.14417671790947 0.252576076362894
"94" -2.61693188833979 0.00888494195747789
"95" -2.04519095054184 0.0408605636296831
"96" -1.09903226201072 0.271778842450107
"97" -1.69225775369643 0.0906260961743298
"98" -2.02072559552816 0.0433331594367037
"99" -0.113211227793792 0.909865228649762
"100" -1.5119141124656 0.130585389724569
"101" -1.5456217055464 0.122225673995906
"102" -2.63302996105847 0.00847491130006902
"103" -2.84263539433337 0.00448273313122084
"104" -3.28009260474076 0.00104106440547363
"105" -0.137387745026914 0.890726914874618
"106" 1.14534742434007 0.252091009615789
"107" -2.12421070832415 0.0336755079981267
"108" -1.33582383357284 0.181635410730491
"109" -0.953501363875324 0.340357749813463
"110" -1.23636999696312 0.216348334075865
"111" -1.85306734587559 0.0639003529259816
"112" -1.21922242764266 0.222786789175215
"113" -1.06362687467589 0.287521882854493
"114" -1.72338085343168 0.0848487053121793
"115" -0.942278245334841 0.346071580467875
"116" -0.680241380449305 0.496366424189776
"117" -2.13242109031954 0.0329950579103845
"118" -1.41787132740946 0.156257597538794
"119" -1.44758451115842 0.147762726022937
"120" -1.03494714278357 0.300717100335986
"121" -1.46449311735433 0.143088784599721
"122" -1.14057523838375 0.254072379278463
"123" -0.621138514665824 0.53452178601585
"124" -2.11912128464053 0.0341033011587695
"125" -2.2103464118986 0.0271023139034363
"126" -2.57003957479421 0.010182163695462
"127" -2.69212463852976 0.00711094262095915
"128" -1.6208592520056 0.105077437427625
"129" -1.91254261229153 0.0558334322649004
"130" -1.91914798324722 0.0549923069039263
"131" -2.05537146872282 0.0398674738328187
"132" -1.29946161805436 0.193813690266571
"133" -0.693635576058602 0.487925907677346
"134" -2.11862958811779 0.0341448758955234
"135" -2.30883246703407 0.0209719328797396
"136" -1.52909662099301 0.12627019751442
"137" -2.34489027689075 0.0190509450968763
"138" -1.43073939810862 0.152534262256283
"139" -4.70704960086265 2.54497202241459e-06
"140" -1.27191518862929 0.203431032380221
"141" -2.61569843423904 0.00891707821971843
"142" -1.16225635131247 0.245157400157272
"143" -2.29931739790339 0.0215061835044097
"144" -0.537152230488819 0.591173688899233
"145" -1.67487793719936 0.0939875480288464
"146" -3.23526858583488 0.00121899449708242
"147" -1.85477593847401 0.06365585326178
"148" -0.676197242069469 0.498930109945637
"149" -3.14785179862589 0.00164929045960205
"150" -2.86684901599368 0.0041539396913201
"151" -3.05994439119672 0.0022192878603672
