"V1" "V2"
"1" 15.5745123689959 4.27769406707207e-54
"2" 10.9631557368663 8.09083841192241e-28
"3" 8.88842073936557 7.19785527837553e-19
"4" 14.4643537357061 5.66709289546796e-47
"5" 11.3389048201151 1.2447286655868e-29
"6" 18.254181487782 2.50202951527295e-73
"7" 11.9868988175307 6.77392279288676e-33
"8" 13.8310564616173 3.90459341601753e-43
"9" 13.0800687412981 8.51641868383628e-39
"10" 6.64619968417719 3.15461767322389e-11
"11" 10.2291078473218 1.90522497026231e-24
"12" 13.6614159045927 3.90721257550728e-42
"13" 8.19583472080007 2.77412903268452e-16
"14" 7.7777773965404 8.06322930483083e-15
"15" 18.7530202315717 3.18599407941481e-77
"16" 19.2144274615022 6.50967633632905e-81
"17" 12.4893810144158 1.51311570596095e-35
"18" 14.2377514306234 1.3981065957876e-45
"19" 14.6332200454932 5.038332205905e-48
"20" 10.3033885484929 8.89102223059228e-25
"21" 11.828917324084 4.39256072087138e-32
"22" 9.76702231749673 1.93733695321334e-22
"23" 12.2774825125058 2.04421230227314e-34
"24" 17.6444467960305 1.06158069248377e-68
"25" 12.6504194371169 2.03328165526304e-36
"26" 15.8627635463475 5.01608703482083e-56
"27" 13.0295320745579 1.63645052243391e-38
"28" 13.4601989189557 5.79505905274949e-41
"29" 18.3361249880877 5.82344293050959e-74
"30" 13.6168765487233 7.12099542569753e-42
"31" 9.96201930078527 2.8251644080522e-23
"32" 4.95944591040951 7.17857597281665e-07
"33" 7.68096444638655 1.71759428939644e-14
"34" 16.4302434600875 6.32922287875833e-60
"35" 12.4920651950576 1.4636284447812e-35
"36" 12.4321863442544 3.06818066256796e-35
"37" 16.3545733059145 2.13175310774207e-59
"38" 17.6163502674714 1.72047497644758e-68
"39" 7.90197162360879 3.01609370068318e-15
"40" 8.20517670789 2.56795063878507e-16
"41" 13.5990832842477 9.04588993420994e-42
"42" 9.24574532734682 2.78181223681329e-20
"43" 16.8081010966655 1.35995905029194e-62
"44" 8.33237394960848 8.89753161415262e-17
"45" 18.5620187538897 1.01434933493371e-75
"46" 11.7776342947911 8.01753517253259e-32
"47" 11.180139753546 7.38331559378895e-29
"48" 11.3236520565391 1.47846067468907e-29
"49" 16.5984035600497 4.17957681898889e-61
"50" 15.5277147401065 8.74013532989083e-54
"51" 10.231039826047 1.86795566824596e-24
"52" 12.2395007644166 3.24510422602202e-34
"53" 12.5723107971764 5.39912743513996e-36
"54" 16.2170389912376 1.91163192985684e-58
"55" 3.93303494135763 8.44121055323422e-05
"56" 11.3029351422671 1.86708074422694e-29
"57" 10.6733587841182 1.84527612572688e-26
"58" 9.85819339874374 7.91109759579964e-23
"59" 5.45012666645129 5.14562315089597e-08
"60" 12.9642217928527 3.79237526392554e-38
"61" 8.82201071786565 1.29983663474289e-18
"62" 8.5280200296902 1.69034400195059e-17
"63" 6.7872508315547 1.20369110625181e-11
"64" 16.8580231933375 5.9811462264936e-63
"65" 8.02208556588432 1.14879959803694e-15
"66" 14.9400341555426 5.79296469776436e-50
"67" 11.9432828416513 1.13767709627339e-32
"68" 14.7029246843638 1.84094253036578e-48
"69" 8.76306524965224 2.1886296174906e-18
"70" 8.00557490469303 1.3128839730732e-15
"71" 11.4159332053852 5.20206883369633e-30
"72" 11.7612357427656 9.71343733432424e-32
"73" 16.552075614346 8.85955607799605e-61
"74" 11.1149205427363 1.52344819544767e-28
"75" 13.2327522760565 1.16657485124906e-39
"76" 10.3739352416454 4.29005151288449e-25
